timestamp,open,high,low,close,volume
2025-10-28 09:15:00+05:30,25939.95,26041.7,25886.55,25905.25,0
2025-10-28 10:15:00+05:30,25905.1,25912.5,25839.85,25852.3,0
2025-10-28 11:15:00+05:30,25852.25,25899.4,25826.15,25843.65,0
2025-10-28 12:15:00+05:30,25843.95,25949.05,25829.65,25926.35,0
2025-10-28 13:15:00+05:30,25926.05,25956.0,25841.55,25873.7,0
2025-10-28 14:15:00+05:30,25872.65,25948.75,25810.05,25943.0,0
2025-10-28 15:15:00+05:30,25941.85,25968.15,25940.55,25965.4,0
2025-10-29 09:15:00+05:30,25982.0,26025.05,25960.3,25997.7,0
2025-10-29 10:15:00+05:30,25998.2,26064.55,25987.65,26022.45,0
2025-10-29 11:15:00+05:30,26022.3,26063.65,26007.9,26054.75,0
2025-10-29 12:15:00+05:30,26055.2,26084.7,26048.95,26080.25,0
2025-10-29 13:15:00+05:30,26080.0,26097.85,26038.9,26052.85,0
2025-10-29 14:15:00+05:30,26053.15,26082.4,26015.3,26043.55,0
2025-10-29 15:15:00+05:30,26044.8,26075.5,26042.8,26068.3,0
2025-10-30 09:15:00+05:30,25984.4,26032.05,25892.25,25959.45,0
2025-10-30 10:15:00+05:30,25959.5,25967.4,25911.95,25956.1,0
2025-10-30 11:15:00+05:30,25956.3,25975.0,25902.25,25912.25,0
2025-10-30 12:15:00+05:30,25911.85,25927.6,25896.9,25923.05,0
2025-10-30 13:15:00+05:30,25924.0,25932.35,25864.45,25889.35,0
2025-10-30 14:15:00+05:30,25887.75,25917.8,25845.25,25873.75,0
2025-10-30 15:15:00+05:30,25874.6,25893.95,25873.8,25891.2,0
2025-10-31 09:15:00+05:30,25863.8,25953.75,25822.1,25879.0,0
2025-10-31 10:15:00+05:30,25876.8,25876.8,25763.35,25777.2,0
2025-10-31 11:15:00+05:30,25776.4,25801.25,25769.55,25790.75,0
